Буянт ухаа спорт ордны баруун талд 4 өрөө	4 өрөө	157000000.0	90.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	13
Mandala garden-д 3 өрөө 91 мkв	3 өрөө	250000000.0	91.0 м²	2022	Байхгүй	2 тагттай	Хан-Уул	16	9
Бзд шинэ ангаахын баруун талд 3 өрөө	2 өрөө	363945000.0	63.85 м²	2023	Байгаа	1 тагттай	Баянзүрх	6	2
Hunnu2222 плас 3өрөө байр	3 өрөө	205000000.0	158.5 м²	2022	Байхгүй	1 тагттай	Хан-Уул	22	1
Бзд, 14-р хороо халдвартад 2 өрөө	2 өрөө	142300000.0	58.5 м²	2022	Байхгүй	1 тагттай	Баянзүрх	17	7
Жуковт 69 мкв 3 өрөө байр	3 өрөө	193200000.0	69.0 м²	2020	Байхгүй	1 тагттай	Баянзүрх	16	13
Зайсан энхжин хотхон 4өрөө	4 өрөө	360800000.0	149.75 м²	2017	Байгаа	1 тагттай	Хан-Уул	10	6
Ncd group vega city 140.5м.кв 4 өрөө орон сууц	4 өрөө	960000000.0	140.5 м²	2023	Байгаа	1 тагттай	Хан-Уул	16	7
Зайсан виллаж хотхонд 3өрөө байр	3 өрөө	220000000.0	81.03 м²	2014	Байхгүй	1 тагттай	Хан-Уул	6	2
Нутгийн буян happy residence хотхон 3 өрөө	3 өрөө	180000000.0	70.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	12	10
Khan hills хотхонд 106 мкв 3 өрөө	3 өрөө	8268000000.0	106.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	14	9
Кристал таунд 4 өрөө байр	4 өрөө	450000000.0	150.0 м²	2015	Байгаа	1 тагттай	Баянзүрх	16	12
Шинэ үе сургуулийн баруун талд 4 өрөө байр	4 өрөө	366800000.0	122.0 м²	2014	Байгаа	2 тагттай	Сүхбаатар	7	3
Халдварт-д 1 өрөө	1 өрөө	86000000.0	26.0 м²	2014	Байхгүй	1 тагттай	Баянзүрх	12	9
Бзд, 16-р хороололд 1 өрөө байр 24,17м2	1 өрөө	92000000.0	24.17 м²	2018	Байхгүй	1 тагттай	Баянзүрх	15	15
Цэцэрлэгт хүрээлэнгийн хойно бзд 26 хороо time tower хотхонд 85.5мкв.3 өрөө бай	3 өрөө	165000000.0	85.5 м²	2016	Байхгүй	1 тагттай	Баянзүрх	5	16
Хүннү 2222т 4өрөө байр	4 өрөө	508200000.0	97.0 м²	2022	Байхгүй	2 тагттай	Хан-Уул	25	8
Өгөөмөр, алтан тэвш хотхонд 2 өрөө байр	2 өрөө	95000000.0	51.5 м²	2022	Байхгүй	1 тагттай	Баянзүрх	12	9
өгөөмөр хотхонд 42,44мкв 2 өрөө байр	2 өрөө	125000000.0	42.44 м²	2023	Байхгүй	1 тагттай	Баянзүрх	12	3
Буянт ухаа 1т 1 өрөө	1 өрөө	131430000.00000001	33.7 м²	2015	Байхгүй	1 тагттай	Хан-Уул	6	1
2 өрөө байр	2 өрөө	123000000.0	57.11 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	16
Castle town хотхон 4 өрөө	4 өрөө	1050000000.0	76.0 м²	2023	Байгаа	1 тагттай	Сүхбаатар	16	2
Castle town хотхонд 2 өрөө	2 өрөө	297084000.0	52.12 м²	2022	Байхгүй	1 тагттай	Сүхбаатар	16	7
Цэнгэлтэй хотхон 2 өрөө	2 өрөө	115900000.0	46.44 м²	2023	Байхгүй	1 тагттай	Сүхбаатар	16	8
Гал тогоо тусдаа 2 өрөө байр	2 өрөө	138000000.0	50.15 м²	2020	Байхгүй	1 тагттай	Баянзүрх	6	5
3,4 хороололд угсармалын гал тогоо тусдаа 3 өрөө	3 өрөө	128000000.0	40.0 м²	1989	Байхгүй	2 тагттай	Баянгол	9	7
Хүнсний 4-ийн баруун урд могул тауэрт 14 давхарт 70 м.кв 2 өрөө байр	2 өрөө	196000000.0	70.0 м²	2022	Байхгүй	1 тагттай	Сүхбаатар	16	14
Бгд 35м2 1өрөө байр	1 өрөө	53000000.0	35.0 м²	2015	Байхгүй	Тагтгүй	Баянгол	11	9
Яармагт 29м2 шинээр ашиглалтад орсон байр зарна	1 өрөө	85000000.0	29.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	16	15
Бзд офицерт five residence хотхонд 2 өрөө байр	2 өрөө	145754000.0	47.0 м²	2023	Байгаа	1 тагттай	Баянзүрх	16	5
1өрөө байр	1 өрөө	120000000.0	32.5 м²	2018	Байхгүй	1 тагттай	Сонгино Хайрхан	11	11
Four season village хотхонд 4 өрөө байр	4 өрөө	519000000.0	119.0 м²	2023	Байхгүй	2 тагттай	Баянгол	14	3
Яармаг vip residence-д пентхаус 5 өрөө	5+ өрөө	370000000.0	252.69 м²	2022	Байгаа	1 тагттай	Хан-Уул	9	8
3-4 хороололд 1өрөө байр	1 өрөө	120000000.0	38.0 м²	1990	Байхгүй	1 тагттай	Баянгол	5	4
Sky garden residence-д 4 өрөө байр	4 өрөө	450000000.0	145.0 м²	2022	Байхгүй	Тагтгүй	Хан-Уул	7	1
Алтай хотхонд 54,7 мкв 2 өрөө орон сууц	2 өрөө	180000000.0	55.0 м²	2016	Байхгүй	1 тагттай	Баянгол	12	12
Хан богд хороололд 55.5 мкв 2 өрөө орон сууц	2 өрөө	123000000.0	55.5 м²	2018	Байхгүй	1 тагттай	Хан-Уул	12	3
Sky garden 4 өрөө байр	4 өрөө	311000000.0	166.0 м²	2023	Байгаа	1 тагттай	Хан-Уул	23	11
Ханбогд хороолол	2 өрөө	160000000.0	59.4 м²	2017	Байхгүй	1 тагттай	Хан-Уул	9	1
Баян бүрдийн тойргоор хойшоо эргээд 39-р сургуулийн ард, шинэчлэл хороолол.	2 өрөө	145754000.0	68.0 м²	2020	Байхгүй	1 тагттай	Чингэлтэй	9	8
Khan hills хотхонд 140 мкв 4 өрөө байр	4 өрөө	685000000.0	140.3 м²	2019	Байгаа	1 тагттай	Хан-Уул	14	9
Tomor zamd 2oroo	2 өрөө	95000000.0	57.0 м²	1992	Байхгүй	1 тагттай	Баянгол	9	8
Натурын зам дагуу гал тогоо тусдаа	2 өрөө	115900000.0	54.0 м²	1991	Байхгүй	1 тагттай	Баянзүрх	9	2
10r horoolol my town 2 uruu	2 өрөө	233700000.0	41.0 м²	2019	Байхгүй	1 тагттай	Баянгол	16	1
2 өрөө байр кино үйлдвэрт	2 өрөө	115900000.0	64.62 м²	2023	Байхгүй	Тагтгүй	Баянзүрх	12	8
Нарлаг хотхонд 55мкв 3 өрөө	3 өрөө	220000000.0	55.0 м²	2010	Байгаа	1 тагттай	Баянгол	12	5
Бзд 3 өрөө дүфлекс	3 өрөө	169000000.0	94.5 м²	2018	Байхгүй	2 тагттай	Баянзүрх	15	14
Бзд 25р хороо шинэ монгол сургуулийн хажууд 44.25мкв жижиг 3 өрөө	3 өрөө	78000000.0	44.25 м²	2015	Байхгүй	1 тагттай	Баянзүрх	5	2
Зайсанд buddha vista хотхонд 122 мкв 4 өрөө байр	4 өрөө	450000000.0	122.0 м²	2012	Байгаа	1 тагттай	Хан-Уул	19	3
Regis place 2 өрөө	2 өрөө	125000000.0	115.0 м²	2021	Байгаа	Тагтгүй	Хан-Уул	20	15
Бурхантай хөшөөний зүүн талд шинэ 4 өрөө байр	4 өрөө	270000000.0	194.13 м²	2021	Байгаа	2 тагттай	Хан-Уул	12	12
13-р хороололд 2 өрөө байр	2 өрөө	198000000.0	55.0 м²	2017	Байхгүй	Тагтгүй	Баянзүрх	10	2
Tumur zamd 2 uruu	2 өрөө	142300000.0	45.16 м²	2022	Байхгүй	1 тагттай	Баянгол	17	16
Алтай хотхонд 52.19м2 2 өрөө байр	2 өрөө	160000000.0	52.19 м²	2022	Байхгүй	1 тагттай	Баянгол	16	14
Тбд андуудын хойно байрлалтай	1 өрөө	75000000.0	31.0 м²	2012	Байхгүй	1 тагттай	Баянгол	12	10
Шинэ өргөө хороололд 67 мк.в 2 өрөө орон сууц худалана	2 өрөө	125000000.0	67.0 м²	2016	Байхгүй	1 тагттай	Хан-Уул	5	2
Москва хороололд 3 өрөө байр	3 өрөө	268398000.0	86.58 м²	2011	Байхгүй	2 тагттай	Сонгино Хайрхан	12	10
Яармаг марал аялал хотхонд 46.26 өрөө	2 өрөө	145754000.0	46.26 м²	2023	Байхгүй	1 тагттай	Хан-Уул	16	15
Яармаг, дээдсийн өргөө хотхонд 2 өрөө байр	2 өрөө	145754000.0	43.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	11
Chuluun owoond 2 uruu bair	2 өрөө	95000000.0	37.0 м²	2022	Байхгүй	1 тагттай	Баянзүрх	5	5
Нарны хорооллын урд 34-р байранд 3 өрөө байр	3 өрөө	193000000.0	70.0 м²	2015	Байхгүй	1 тагттай	Баянгол	8	8
Яармаг, ханбогд хороолоод 3 өрөө байр	3 өрөө	350000000.0	82.0 м²	2019	Байхгүй	1 тагттай	Хан-Уул	12	8
Зайсанд agula zaisan apartment-д 3 өрөө байр	3 өрөө	205000000.0	79.5 м²	2023	Байхгүй	1 тагттай	Хан-Уул	12	4
Бзд ктмс-н зүүн талд 3 өрөө байр 100м2	3 өрөө	193000000.0	100.0 м²	2019	Байгаа	1 тагттай	Баянзүрх	15	11
Яармаг nova vista хотхонд 3 өрөө байр	3 өрөө	180000000.0	75.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	5
Төгс орчин хотхон 3 өрөө байр	3 өрөө	165000000.0	70.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	6
Бзд 25-р хороо амартүвшин хотхонд 3 өрөө байр	3 өрөө	220000000.0	92.5 м²	2015	Байхгүй	1 тагттай	Баянзүрх	15	2
Зайсан 136м2 4 өрөө байр	4 өрөө	340525000.0	136.21 м²	2022	Байгаа	2 тагттай	Хан-Уул	6	5
Нисэхийн тойрогын ард викториа таунд минихаус загварын 70мк 2 өрөө	2 өрөө	95000000.0	70.0 м²	2018	Байхгүй	1 тагттай	Хан-Уул	5	1
Эрх чөлөө хотхонд гал тогоо тусдаа 2 өрөө орон сууц 58.5м2.	2 өрөө	333450000.0	58.5 м²	2009	Байхгүй	2 тагттай	Баянзүрх	12	5
Кинг таурт 172м2 4 өрөө байр	4 өрөө	270000000.0	172.0 м²	2017	Байгаа	Тагтгүй	Хан-Уул	12	5
Цайз 16-д 2 өрөө байр	2 өрөө	155000000.0	50.0 м²	2000	Байхгүй	1 тагттай	Баянзүрх	6	4
Нисэхэд 3 өрөө байр	3 өрөө	205000000.0	70.0 м²	2020	Байхгүй	1 тагттай	Хан-Уул	12	6
Дөлгөөн нуурт 2 өрөө	2 өрөө	115900000.0	58.0 м²	2020	Байхгүй	1 тагттай	Сүхбаатар	12	7
Халдвартын зүүн талд 2 өрөө	2 өрөө	142300000.0	58.0 м²	2022	Байхгүй	1 тагттай	Баянзүрх	12	5
Хүүшийн аманд 3 өрөө	3 өрөө	78000000.0	77.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	1
Яармагт ашиглалтад орсон мастертай 3 өрөө	3 өрөө	283500000.0	71.51 м²	2022	Байхгүй	1 тагттай	Хан-Уул	14	5
Хөх сувд хороололд 3 өрөө байр	3 өрөө	365000000.0	54.0 м²	2023	Байхгүй	1 тагттай	Баянгол	16	8
Хөх сувд 3 хотхонд 2 өрөө	2 өрөө	129000000.0	43.0 м²	2023	Байхгүй	1 тагттай	Баянгол	16	5
Улаанхуаранд 2 өрөө байр	2 өрөө	180000000.0	57.51 м²	2018	Байгаа	1 тагттай	Баянзүрх	16	13
Энгүүн-1хотхонд 3 өрөө байр	3 өрөө	283500000.0	52.24 м²	2022	Байгаа	1 тагттай	Баянзүрх	9	4
Машины бартертай засвар хийсэн байр	2 өрөө	219600000.0	61.0 м²	2011	Байхгүй	1 тагттай	Баянзүрх	5	1
Зайсан tescoma тай байранд 4 өрөө байр	4 өрөө	508200000.0	115.0 м²	2013	Байгаа	1 тагттай	Хан-Уул	10	4
Ану элчингийн зүүн талд 2 өрөө	2 өрөө	125000000.0	50.3 м²	2011	Байхгүй	1 тагттай	Чингэлтэй	13	13
40 мянгатад	3 өрөө	193000000.0	65.0 м²	1980	Байхгүй	Тагтгүй	Чингэлтэй	4	1
Бзд 2 өрөө	2 өрөө	142300000.0	42.0 м²	2016	Байхгүй	1 тагттай	Баянзүрх	12	6
2023 онд ашиглалтанд орсон байр	2 өрөө	87000000.0	42.0 м²	2023	Байхгүй	1 тагттай	Сүхбаатар	3	3
Цагаан хуаран хотхоны урд residence-88 апартментэд 75.20мкв 3 өрөө байр	3 өрөө	360000000.0	75.2 м²	2023	Байхгүй	1 тагттай	Баянзүрх	12	9
Regis place 115мкв 3 өрөө	3 өрөө	425500000.0	115.0 м²	2022	Байгаа	Тагтгүй	Хан-Уул	23	14
Цирк саруул захын хажууд 2 өрөө	2 өрөө	160000000.0	52.0 м²	1996	Байхгүй	1 тагттай	Сүхбаатар	5	5
Хүннү 22-т 2 өрөө байр	2 өрөө	143104000.0	55.04 м²	2020	Байхгүй	1 тагттай	Хан-Уул	23	4
Шинэ яармаг хороололд 2 өрөө байр	2 өрөө	160000000.0	54.4 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	6
Кино үйлдвэрт 2 өрөө байр 43м2	2 өрөө	145754000.0	43.0 м²	2014	Байхгүй	1 тагттай	Баянзүрх	6	4
Арцат лакшери ресидэнс 3 өрөө 96.71м2	3 өрөө	285294500.0	96.71 м²	2023	Байхгүй	1 тагттай	Хан-Уул	12	4
Яармаг, ханбогд хотхонд з өрөө байр 81,89мк2	3 өрөө	165000000.0	81.89 м²	2018	Байхгүй	1 тагттай	Хан-Уул	12	12
Бгд 35м2 1өрөө байр	1 өрөө	98000000.0	35.0 м²	2015	Байхгүй	Тагтгүй	Баянгол	11	9
Яармаг vip residence-д пентхаус 5 өрөө	5+ өрөө	728000000.0	252.69 м²	2022	Байгаа	1 тагттай	Хан-Уул	9	8
Бзд офицерт five residence хотхонд 2 өрөө байр	2 өрөө	141000000.0	47.0 м²	2023	Байгаа	1 тагттай	Баянзүрх	16	5
Олимп хотхонд 2өрөө	2 өрөө	115900000.0	52.3 м²	2016	Байхгүй	1 тагттай	Баянзүрх	16	4
Зайсан royal green villa хотхонд тансаг зэрэглэлийн 5 өрөө байрыг 2 гражтай нь	4 өрөө	1296000000.0	270.0 м²	2010	Байгаа	2 тагттай	Хан-Уул	6	5
Парк вью хотхонд 4 өрөө орон сууц	4 өрөө	756840000.0	106.22 м²	2019	Байхгүй	2 тагттай	Баянзүрх	16	6
77.2 м2 3 өрөө байр	3 өрөө	170000000.0	77.2 м²	2019	Байхгүй	2 тагттай	Хан-Уул	12	5
Narnii gvvrnii baruun tald four season hothond 4 uruu	4 өрөө	157000000.0	120.0 м²	2023	Байхгүй	2 тагттай	Баянгол	16	14
Алтай хотхоны урд гэрэлт өргөө хотхонд 1 өрөө	1 өрөө	53000000.0	43.0 м²	2019	Байхгүй	1 тагттай	Хан-Уул	14	10
Баян бүрд ресиденс 2 өрөө 53м2	2 өрөө	115900000.0	51.0 м²	2023	Байхгүй	1 тагттай	Сүхбаатар	16	16
Бзд-ийн residence-88 апартментэд 52.55мкв 2 өрөө байр	2 өрөө	136630000.0	52.55 м²	2023	Байхгүй	1 тагттай	Баянзүрх	12	5
Хорооллын эцэст 2 өрөө байр	2 өрөө	125000000.0	42.0 м²	2015	Байхгүй	1 тагттай	Баянгол	10	2
Нисэхэд гал тогоо тусдаа 2 өрөө байр	2 өрөө	142300000.0	59.65 м²	2017	Байгаа	2 тагттай	Хан-Уул	8	8
Нисэхэд гал тогоо тусдаа 2 өрөө байр	2 өрөө	95000000.0	59.65 м²	2017	Байгаа	2 тагттай	Хан-Уул	8	8
Бзд 26-р хороонд саруул хороололд 3 өрөө	3 өрөө	95000000.0	80.4 м²	2015	Байгаа	2 тагттай	Баянзүрх	16	8
3,4р хороололд 2өрөө	2 өрөө	95000000.0	33.5 м²	2021	Байхгүй	1 тагттай	Баянгол	16	15
Гэрэлт өргөө хотхонд 2 өрөө байр	2 өрөө	145754000.0	48.0 м²	2019	Байхгүй	1 тагттай	Хан-Уул	12	6
5 шард 2 өрөө байр	2 өрөө	115900000.0	28.0 м²	2015	Байхгүй	1 тагттай	Сонгино Хайрхан	15	12
Нарны хороололд 4өрөө орон сууц., 23 давхарт 95.71м² талбайтай 4 өрөө	4 өрөө	497691999.99999994	95.71 м²	2018	Байхгүй	1 тагттай	Баянгол	23	23
Алтай хотхонд 3өрөө орон сууц, 9 давхарт 75.0м²	3 өрөө	170000000.0	75.0 м²	2023	Байхгүй	1 тагттай	Баянгол	16	9
Модны хоёрт 61мкв 2 өрөө байр	2 өрөө	115000000.0	61.0 м²	2017	Байхгүй	1 тагттай	Баянгол	12	9
Хурд, рапид харш 4 өрөө	4 өрөө	950000000.0	125.65 м²	2012	Байгаа	2 тагттай	Хан-Уул	12	4
Vega city хотхонд 3 өрөө	3 өрөө	165000000.0	84.3 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	11
Мишээл экспо лавай захын баруун талд 2 өрөө	2 өрөө	230000000.0	59.83 м²	2015	Байхгүй	1 тагттай	Хан-Уул	10	8
Зайсанд english garden хотхонд 5 өрөө	5+ өрөө	686400000.0	165.0 м²	2017	Байхгүй	1 тагттай	Хан-Уул	4	3
Artsat 2 deer 3 uruu 79,6 m2 bair	3 өрөө	165000000.0	79.6 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	8
13-р хороололд 2 өрөө байр	2 өрөө	160000000.0	66.9 м²	2015	Байхгүй	1 тагттай	Баянзүрх	12	7
Схд 1 хороолол 4 өрөө	4 өрөө	400000000.0	80.0 м²	1991	Байхгүй	2 тагттай	Сонгино Хайрхан	9	8
13 хороолол аман хуур, 4 өрөө засвар хийсэн байр	4 өрөө	535000000.0	88.3 м²	2012	Байхгүй	2 тагттай	Баянзүрх	12	11
Эрдэнэтэд 3 өрөө байр	3 өрөө	204800000.0	64.0 м²	1994	Байхгүй	1 тагттай	Орон нутаг	9	9
21-хороололд 1өрөө байр 42м2	1 өрөө	175000000.0	42.0 м²	2011	Байхгүй	1 тагттай	Сонгино Хайрхан	9	3
Park view хотхонд 4өрөө байр	4 өрөө	311000000.0	111.78 м²	2020	Байхгүй	1 тагттай	Хан-Уул	16	13
Cedar city residenced 3uruu bair	3 өрөө	231136000.0	74.56 м²	2021	Байхгүй	1 тагттай	Хан-Уул	16	8
Zaisan general town hothond 3uruu bair	3 өрөө	170000000.0	91.5 м²	2015	Байхгүй	2 тагттай	Хан-Уул	7	6
Модны 2рт гал тогоо тусдаа 1өрөө	1 өрөө	120000000.0	33.0 м²	1990	Байхгүй	1 тагттай	Баянгол	5	3
Вега сити хотхонд 4 өрөө 135м2 байр	4 өрөө	960000000.0	135.0 м²	2023	Байгаа	2 тагттай	Хан-Уул	16	13
Схд 5 шард 29,8 м2 1өрөө	1 өрөө	53000000.0	29.8 м²	1980	Байхгүй	Тагтгүй	Сонгино Хайрхан	3	3
Nova vista хотхонд 78.2мкв 3 өрөө байр	3 өрөө	170000000.0	78.2 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	5
Гурван оргил хотхонд 4 өрөө байр 125м2	4 өрөө	720000000.0	125.0 м²	2008	Байгаа	2 тагттай	Хан-Уул	10	5
Цайзад 2 өрөө 43мк байр	2 өрөө	95000000.0	43.0 м²	2022	Байхгүй	1 тагттай	Баянзүрх	2	1
Яармаг шинэ хотын захиргаа 3 өрөө байр 79,6м2	3 өрөө	150000000.0	79.6 м²	2022	Байгаа	1 тагттай	Хан-Уул	16	12
2 өрөө	2 өрөө	160000000.0	59.4 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	11
5 шард угсармал 5 давхарт 2 өрөө байр 30м2	2 өрөө	99000000.0	30.0 м²	1987	Байхгүй	Тагтгүй	Сонгино Хайрхан	5	1
Zaisan han hills 4 өрөө	4 өрөө	157000000.0	140.7 м²	2020	Байхгүй	1 тагттай	Хан-Уул	15	15
118 саяд ороход бэлэн 2 өрөө	2 өрөө	230000000.0	47.37 м²	2022	Байхгүй	1 тагттай	Баянзүрх	17	16
Бзд бөхийн өргөө tokyo residence-д 2 өрөө	2 өрөө	115900000.0	64.0 м²	2021	Байхгүй	1 тагттай	Баянзүрх	18	9
Nuhted 2 uruu bair	2 өрөө	230000000.0	56.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	8	6
10хороолол тэмүүлэл хотхон 2өрөө	2 өрөө	245100000.0	43.0 м²	2010	Байхгүй	1 тагттай	Баянгол	12	8
Яармагт 3 өрөө байр	2 өрөө	180000000.0	60.76 м²	2021	Байхгүй	1 тагттай	Хан-Уул	16	11
19р хороолол бадрах хотхонд 3 өрөө байр	3 өрөө	406600000.0	107.0 м²	2023	Байгаа	2 тагттай	Хан-Уул	16	15
16 хороолол улаанхуаранд 2 өрөө 42,55м2	2 өрөө	155000000.0	42.55 м²	2016	Байхгүй	1 тагттай	Баянзүрх	12	4
Санто смарт хотхонд 61,9м² - 2 өрөө	2 өрөө	115900000.0	62.0 м²	2019	Байхгүй	1 тагттай	Баянзүрх	16	3
Худ лавай захын урд 48мкв 2 өрөө гадагш хаалгатай	2 өрөө	142300000.0	48.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	1
Худ лавай захын урд 2 өрөө	2 өрөө	271600000.0	48.5 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	1
Арцатын аманд арвай вилла хотхонд 2 өрөө	2 өрөө	159936000.0	57.12 м²	2023	Байхгүй	1 тагттай	Хан-Уул	16	3
Харуул алтай хотхонд 2 өрөө байр 49m2	2 өрөө	123000000.0	49.0 м²	2013	Байхгүй	1 тагттай	Баянзүрх	10	9
Яармаг арцат2 51.99 2 өрөө байр	2 өрөө	250000000.0	51.99 м²	2022	Байхгүй	1 тагттай	Хан-Уул	4	4
Яармаг хан-богд резидэнс хотхонд 55м2 2 өрөө	2 өрөө	143000000.0	55.0 м²	2020	Байхгүй	1 тагттай	Хан-Уул	16	1
Хотын төвд 2 өрөө байр	2 өрөө	223200000.0	62.0 м²	2004	Байхгүй	1 тагттай	Баянгол	6	3
𝑨𝒑𝒂𝒓𝒕𝒎𝒆𝒏𝒕𝒔 𝒘𝒊𝒕𝒉 𝒃𝒆𝒔𝒕 𝒗𝒊𝒆𝒘 хатан туулын хөвөөг тольдох сару	4 өрөө	519000000.0	155.0 м²	2022	Байгаа	1 тагттай	Хан-Уул	23	12
Encanto town 2 хотхонд 122.64 мкв 4 өрөө	4 өрөө	311000000.0	122.0 м²	2018	Байгаа	1 тагттай	Хан-Уул	16	2
11-р хороололд засвар хийсэн гал тогоо тусдаа 3 өрөө байр	3 өрөө	6240000000.0	80.0 м²	1998	Байхгүй	1 тагттай	Сүхбаатар	9	3
Нүхтэд 3 өрөө байр	3 өрөө	280000000.0	100.0 м²	2020	Байгаа	1 тагттай	Хан-Уул	3	3
Элеганс таун 3 өрөө	3 өрөө	170000000.0	74.0 м²	2021	Байхгүй	1 тагттай	Хан-Уул	12	5
Худ-д 4өрөө орон сууц 89,7м2	4 өрөө	519000000.0	89.7 м²	2014	Байхгүй	1 тагттай	Хан-Уул	15	5
Цамбагаравт 4 өрөө	4 өрөө	540000000.0	108.0 м²	2013	Байхгүй	2 тагттай	Сонгино Хайрхан	9	8
Схд, орчлон 2 хотхонд 80.7мкв дуплекс 3 өрөө	3 өрөө	283500000.0	80.7 м²	2022	Байгаа	1 тагттай	Сонгино Хайрхан	5	5
Мандала гарденд 3 өрөө байр	3 өрөө	165000000.0	93.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	14	7
Parkside хотхонд 2 өрөө	2 өрөө	185000000.0	52.0 м²	2016	Байхгүй	1 тагттай	Баянзүрх	16	8
Шинэ алтай хотхонд 3 өрөө байр	3 өрөө	250000000.0	66.32 м²	2023	Байхгүй	1 тагттай	Баянгол	16	13
Belmonte -1 d 115,47 m2 4 oroo	4 өрөө	470120000.0	115.47 м²	2021	Байхгүй	1 тагттай	Хан-Уул	11	10
1өрөө байр	1 өрөө	120000000.0	32.5 м²	2018	Байхгүй	1 тагттай	Сонгино Хайрхан	11	11
77.2 м2 3 өрөө байр	3 өрөө	220000000.0	77.2 м²	2019	Байхгүй	2 тагттай	Хан-Уул	12	5
Олимп хотхонд 2өрөө	2 өрөө	115900000.0	52.3 м²	2016	Байхгүй	1 тагттай	Баянзүрх	16	4
Olimp village 44m2 2uruu bair	2 өрөө	345000000.0	44.0 м²	2017	Байхгүй	1 тагттай	Баянзүрх	12	5
Amgalan kaidu city hothond	2 өрөө	250000000.0	49.0 м²	2023	Байхгүй	1 тагттай	Баянзүрх	23	19
Цагаан хуаранд 53м2 2өрөө	2 өрөө	115900000.0	53.0 м²	2023	Байхгүй	1 тагттай	Баянзүрх	12	5
Монгол 3сургуулийн зүүн талд 3 өрөө	3 өрөө	205000000.0	112.0 м²	2010	Байхгүй	2 тагттай	Сүхбаатар	12	5
2 өрөө байр	2 өрөө	160000000.0	37.0 м²	2022	Байхгүй	1 тагттай	Сонгино Хайрхан	12	9
Олимп хотхонд 3 өрөө	3 өрөө	174000000.0	93.4 м²	2015	Байхгүй	1 тагттай	Баянзүрх	15	2
Худ, 19д 2 өрөө байр	2 өрөө	125000000.0	54.22 м²	2015	Байхгүй	1 тагттай	Хан-Уул	12	12
Ханбогд хотхонд 2 өрөө 52,5м2	2 өрөө	230000000.0	52.5 м²	2019	Байхгүй	1 тагттай	Хан-Уул	12	3
Zaisand 3 uruu garajtaigaa yaraltai bolloo	3 өрөө	165000000.0	76.0 м²	2016	Байгаа	1 тагттай	Хан-Уул	6	4
Han uul 2 oroo bair	2 өрөө	115900000.0	65.42 м²	2023	Байхгүй	1 тагттай	Хан-Уул	22	16
Бгд гэмтэлийн эмнэлгийн хажууд 2өрөө байр гаражтай нь	2 өрөө	115000000.0	44.0 м²	2012	Байгаа	1 тагттай	Баянгол	12	3
Натур, сэлбэ голынхоо зүүн талд 2 өрөө байр	2 өрөө	108000000.0	45.54 м²	2015	Байхгүй	1 тагттай	Баянзүрх	12	12
Яармаг, хүннү моллын замын урд 86,4 м2 3өрөө	3 өрөө	6739200000.0	86.4 м²	2020	Байхгүй	2 тагттай	Хан-Уул	12	8
Soyombo tower-т 155.89 мкв 4 өрөө байр	4 өрөө	960000000.0	155.89 м²	2022	Байгаа	2 тагттай	Сүхбаатар	25	16
Худ 19-ын автобусны урд 3 өрөө орон сууц	3 өрөө	174000000.0	67.0 м²	2016	Байхгүй	1 тагттай	Хан-Уул	10	7
3 өрөө байр 61.5м2	3 өрөө	168000000.0	60.0 м²	2023	Байгаа	1 тагттай	Баянзүрх	10	6
1р хороололд 2 өрөө	2 өрөө	123000000.0	65.0 м²	1990	Байхгүй	1 тагттай	Сонгино Хайрхан	9	9
Баянзүрх дүүрэг 8 хороо авто оношилгооны ард 1 өрөө	1 өрөө	85000000.0	29.76 м²	2022	Байхгүй	1 тагттай	Баянзүрх	16	8
2 өрөө байр	2 өрөө	142300000.0	38.25 м²	1987	Байхгүй	1 тагттай	Баянзүрх	5	1
Глобал таун 2 өрөө орон сууц	2 өрөө	138000000.0	65.61 м²	2022	Байхгүй	1 тагттай	Хан-Уул	22	5
Их засаг сургуулийн баруун талд 3 өрөө байр	3 өрөө	165000000.0	66.0 м²	2016	Байхгүй	1 тагттай	Баянзүрх	7	3
Ханбогд хороололд 2 өрөө	2 өрөө	145754000.0	52.5 м²	2021	Байхгүй	1 тагттай	Хан-Уул	12	3
Офицер хороолол 1-р блок 2 өрөө байр	2 өрөө	145754000.0	54.0 м²	2023	Байхгүй	1 тагттай	Баянзүрх	17	16
