Хүннү 2222-т 2 өрөө байр	2 өрөө	345000000.0	50.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	25	2
Хүннү2222 стандарт 117мкв 4 өрөө	4 өрөө	450000000.0	117.83 м²	2023	Байхгүй	2 тагттай	Хан-Уул	22	10
Улаанхуаран тэнүүнд хотхон b1 давхарт 1 өрөө	1 өрөө	80000000.0	17.0 м²	2012	Байхгүй	Тагтгүй	Баянзүрх	5	1
5р сургуулийн хуучны 3 өрөө орон сууц	3 өрөө	105000000.0	75.0 м²	1980	Байхгүй	2 тагттай	Чингэлтэй	4	2
Нисэхэд миний дэлгүүрийн ард 3 өрөө байр	3 өрөө	175000000.0	80.7 м²	2017	Байхгүй	2 тагттай	Хан-Уул	10	9
Kh hothond 103m2 3uruu oron suuts hudaldana.	3 өрөө	359000000.0	103.0 м²	2015	Байхгүй	1 тагттай	Хан-Уул	14	4
Хүннү виллад 76мкв 2 өрөө байр	2 өрөө	433200000.0	76.0 м²	2020	Байхгүй	1 тагттай	Хан-Уул	10	6
Хүннү 2222-т 3өрөө байр	3 өрөө	193000000.0	69.93 м²	2023	Байхгүй	1 тагттай	Хан-Уул	23	19
Энхтайваны гүүрний зүүн урд талд кэй эйч апартмэнт 4 өрөө	4 өрөө	157000000.0	127.75 м²	2013	Байхгүй	2 тагттай	Хан-Уул	15	6
Монгол хотхон 3 өрөө байр	3 өрөө	360000000.0	50.0 м²	2017	Байхгүй	1 тагттай	Баянзүрх	10	9
Кино үйлдвэрт 2-өрөө орон сууц	2 өрөө	95000000.0	53.1 м²	2021	Байхгүй	1 тагттай	Баянзүрх	16	5
Зайсан могул таунд 4 өрөө	4 өрөө	369000000.0	164.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	12	2
King tower хотхоны 116-р байр 131.85мкв 4 өрөө	4 өрөө	738360000.0	131.85 м²	2020	Байгаа	Тагтгүй	Хан-Уул	12	7
Нисэх , спорт цогцолборийн замын хойд талд seoul garden хотхонд 2 өрөө	2 өрөө	230000000.0	43.36 м²	2021	Байхгүй	1 тагттай	Хан-Уул	12	2
Яармаг, cedar city хотхонд 57,36м2 2 өрөө байр	2 өрөө	95000000.0	57.36 м²	2022	Байхгүй	1 тагттай	Хан-Уул	13	11
Худ green terra хотхонд 3 өрөө	3 өрөө	185000000.0	94.0 м²	2015	Байгаа	1 тагттай	Хан-Уул	6	5
Хос даль апартмент-д 80.77мкв 3 өрөө байр	3 өрөө	298849000.0	80.77 м²	2023	Байхгүй	1 тагттай	Баянгол	16	14
Их засгийн урд 2 өрөө	2 өрөө	265000000.0	40.6 м²	2023	Байгаа	1 тагттай	Баянзүрх	12	7
Элизабет хотхонд 58 мкв 3 өрөө орон сууц	3 өрөө	283500000.0	58.32 м²	2019	Байгаа	2 тагттай	Баянзүрх	15	10
Шинэ яармаг хороололд 2 өрөө 64,65м2	2 өрөө	160000000.0	64.55 м²	2020	Байхгүй	1 тагттай	Хан-Уул	16	11
Яармаг шүрт хотхон 2 өрөө	2 өрөө	99000000.0	60.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	12	5
River view хотхонд 3 өрөө 78м2	3 өрөө	95000000.0	78.0 м²	2023	Байгаа	1 тагттай	Хан-Уул	12	6
Нарны гүүрны зүүн нарны хороололд бүрэн тавилгатай 40 мкв том 1 өрөө	1 өрөө	120000000.0	40.0 м²	2015	Байхгүй	1 тагттай	Баянгол	12	12
Сөүл роял каунти - seoul royal county 4 өрөө орон сууц	4 өрөө	270000000.0	200.0 м²	2011	Байгаа	1 тагттай	Хан-Уул	6	1
Бзд, цэцэрлэгт хүрээлэнгийн хойно санто смарт апартмент хотхонд 3 өрөө 81м2	3 өрөө	185000000.0	81.0 м²	2020	Байхгүй	2 тагттай	Баянзүрх	16	8
Драгоны арын шинэ 21р байранд 2 өрөө байр	2 өрөө	286720000.0	51.2 м²	2016	Байхгүй	1 тагттай	Сонгино Хайрхан	16	4
Хорооллын эцэст шинэ хороолол хотхонд 2 өрөө байр	2 өрөө	160000000.0	55.3 м²	2020	Байхгүй	1 тагттай	Баянгол	11	11
Худ, 17-р хороо кинг таур хотхонд 4 өрөө байр	4 өрөө	360800000.0	131.0 м²	2007	Байхгүй	Тагтгүй	Хан-Уул	16	7
120мянгат regis place 3-өрөө 92мкв	3 өрөө	193000000.0	92.0 м²	2022	Байхгүй	Тагтгүй	Хан-Уул	20	13
Нарны зам, шинэ дөл хотхонд 109м2 3 өрөө байр	3 өрөө	169000000.0	109.0 м²	2012	Байгаа	3+ тагттай	Баянзүрх	13	5
Elizabeth хотхонд 3 өрөө байр	3 өрөө	279675000.0	84.75 м²	2018	Байхгүй	1 тагттай	Баянзүрх	5	5
Зайсан оргил шилтгээнд 136м2 5 өрөө байр	5+ өрөө	1650000000.0	136.0 м²	2010	Байгаа	2 тагттай	Хан-Уул	12	5
Худ,яармаг green art хотхонд 2өрөө байр	2 өрөө	155000000.0	50.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	7	5
Яармаг, ханбогд хотхонд з өрөө байр 81,89мк2	3 өрөө	360000000.0	81.89 м²	2018	Байхгүй	1 тагттай	Хан-Уул	12	12
Parkside хотхонд 2 өрөө	2 өрөө	145600000.0	52.0 м²	2016	Байхгүй	1 тагттай	Баянзүрх	16	8
Парк вью хотхонд 4 өрөө орон сууц	4 өрөө	756840000.0	106.22 м²	2019	Байхгүй	2 тагттай	Баянзүрх	16	6
32.85 мкв нарантуулын зүүн талд, 2 өрөө	1 өрөө	76000000.0	32.85 м²	2011	Байгаа	Тагтгүй	Баянзүрх	6	1
Нисэх буян ухаа-2 хороололд 68м2 3 өрөө байр	3 өрөө	185000000.0	68.59 м²	2018	Байгаа	1 тагттай	Хан-Уул	9	4
Tuul goliin hoino tselmeg hothon	3 өрөө	220000000.0	56.0 м²	2014	Байгаа	Тагтгүй	Хан-Уул	8	2
Цэцэрлэгт хүрээлэнгийн хажууд санрайз таунд 3 өрөө байр 90m2	3 өрөө	359000000.0	90.0 м²	2014	Байгаа	1 тагттай	Баянзүрх	15	13
Схд 21-р хороолол, хүүхдийн шинэ эмнэлгийн урд байрлалтай 1 өрөө орон сууц	1 өрөө	120000000.0	31.0 м²	2018	Байхгүй	1 тагттай	Сонгино Хайрхан	12	4
Худ маршалын гүүрний баруун талд модун таурт 2 өрөө орон сууц	2 өрөө	123000000.0	49.36 м²	2020	Байхгүй	1 тагттай	Хан-Уул	16	13
Баянмогол хороололд 3 өрөө байр	3 өрөө	193000000.0	98.58 м²	2012	Байхгүй	1 тагттай	Баянзүрх	10	3
Улсын их дэлгүүрийн баруун талд авзага-н байранд 2 өрөө орон сууц	2 өрөө	250000000.0	73.7 м²	2014	Байхгүй	1 тагттай	Чингэлтэй	13	13
Нисэх шүрт хотхонд 2 өрөө байр	2 өрөө	155714000.0	59.89 м²	2022	Байхгүй	1 тагттай	Хан-Уул	12	12
Бзд нарт хотхон-д 2 өрее байр	2 өрөө	182784000.0	50.26 м²	2023	Байхгүй	1 тагттай	Баянзүрх	12	5
Ганданд 2 өрөө	2 өрөө	95000000.0	40.0 м²	1990	Байхгүй	1 тагттай	Баянгол	4	3
11-р хороолол хотын төвд 1 өрөө байр	1 өрөө	128000000.0	30.0 м²	2006	Байхгүй	1 тагттай	Сүхбаатар	9	4
Хүүхдийн 100д гал тогоо тусдаа 2 өрөө орон сууц	2 өрөө	160000000.0	54.0 м²	1990	Байхгүй	2 тагттай	Сүхбаатар	5	2
3 өрөө байр	3 өрөө	205000000.0	88.74 м²	2014	Байхгүй	1 тагттай	Хан-Уул	15	7
Инэл зайсанд 4 өрөө	4 өрөө	157000000.0	120.0 м²	2013	Байгаа	1 тагттай	Хан-Уул	10	4
Цэцэрлэгт хүрээлэнгийн хойно чухаг 2 хотхонд 3өрөө орон сууц	3 өрөө	360000000.0	61.0 м²	2021	Байгаа	1 тагттай	Баянзүрх	17	16
Элизабет хотхонд 3 өрөө байр	3 өрөө	6630000000.0	85.0 м²	2016	Байхгүй	2 тагттай	Баянзүрх	12	5
Encanto 2 хотхонд 71,11 мкв 3 өрөө	3 өрөө	95000000.0	71.0 м²	2015	Байхгүй	1 тагттай	Баянзүрх	15	15
Бзд 26р хороо сүмбэр орд хотхонд 68м2 3 өрөө байр зарна	3 өрөө	220000000.0	68.0 м²	2014	Байгаа	1 тагттай	Баянзүрх	12	11
Нисэхт цоо шинэ 2 өрөө	2 өрөө	301188000.0	52.84 м²	2023	Байгаа	1 тагттай	Хан-Уул	12	11
Бзд 26 хороо сүмбэр орд хотхонд 4 өрөө байр орон сууц	4 өрөө	462500000.0	110.0 м²	2014	Байгаа	1 тагттай	Баянзүрх	12	4
69 р сургуулийн ард хотол апартмэнт хотхон 57m2	2 өрөө	323512000.0	57.77 м²	2023	Байхгүй	1 тагттай	Баянзүрх	4	12
Хотын төвд могул товерт шинэ 2 өрөө байр	2 өрөө	160000000.0	68.0 м²	2022	Байхгүй	1 тагттай	Сүхбаатар	12	6
Яармаг грийн арт хотхонд 3 өрөө	3 өрөө	250000000.0	70.4 м²	2021	Байхгүй	1 тагттай	Хан-Уул	7	4
River villa юхотхонд 105мкв 3 өрөө	3 өрөө	193000000.0	105.0 м²	2021	Байхгүй	1 тагттай	Хан-Уул	15	3
Жигүүр грандын хос жүрж хотхонд 3 өрөө 160м2	3 өрөө	169000000.0	160.0 м²	2004	Байгаа	2 тагттай	Сүхбаатар	9	1
Хотын төвөөс 1км зайд 145м2 4 өрөө	4 өрөө	157000000.0	145.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	16	16
Бзд кино үйлдвэрийн хойно уб их сургуулийн чанх ард талд 2 өрөө	2 өрөө	160000000.0	45.0 м²	2018	Байхгүй	1 тагттай	Баянзүрх	9	5
White hill apartment 2-өрөө орон сууц	2 өрөө	95000000.0	54.0 м²	2023	Байхгүй	1 тагттай	Баянзүрх	16	11
Зайсанд байрлалтай гантиг вилла хотхонд 3 өрөө байр	3 өрөө	360000000.0	112.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	7	6
Хүрээлэнгийн хойно 4 өрөө байр	4 өрөө	462500000.0	122.0 м²	2021	Байгаа	1 тагттай	Баянзүрх	16	9
Төгөл хус хаус хотхонд 3 өрөө	3 өрөө	180000000.0	127.0 м²	2004	Байгаа	Тагтгүй	Баянзүрх	4	1
Дөлгөөн нуурын ард 2 өрөө	2 өрөө	142300000.0	52.0 м²	2022	Байхгүй	1 тагттай	Сүхбаатар	15	14
2 өрөө байр	2 өрөө	99000000.0	33.0 м²	2015	Байхгүй	1 тагттай	Хан-Уул	2	2
Global townd b blockt 86mkv 3uruu	3 өрөө	169000000.0	86.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	22	18
Тбд-андуудын чанх хойно 31мкв 1өрөө	1 өрөө	74400000.0	31.0 м²	2012	Байхгүй	1 тагттай	Баянгол	12	10
Худ, 3-р хороо 17-р байр 121мкв 4 өрөө	4 өрөө	950000000.0	121.0 м²	2008	Байгаа	Тагтгүй	Хан-Уул	5	5
4 өрөө байр	4 өрөө	624000000.0	116.0 м²	2006	Байхгүй	2 тагттай	Чингэлтэй	10	8
Баянзүрх дүүрэг dream apartment хотхонд 53,99 мкв 2 өрөө байр	2 өрөө	153000000.0	53.99 м²	2023	Байгаа	1 тагттай	Баянзүрх	16	10
Вива ситид 41м2 3 өрөө байр	3 өрөө	180000000.0	41.0 м²	2014	Байхгүй	Тагтгүй	Хан-Уул	5	5
Хүннү вилла 4өрөө	4 өрөө	311000000.0	86.4 м²	2021	Байхгүй	1 тагттай	Хан-Уул	14	6
King tower-т 208мкв байр	5+ өрөө	603200000.0	208.0 м²	2018	Байхгүй	Тагтгүй	Хан-Уул	16	2
Яармаг арцат2 3н өрөө байр	3 өрөө	180000000.0	73.78 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	4
Багант өргөө хороололд 3 өрөө байр	3 өрөө	205000000.0	69.0 м²	2022	Байхгүй	1 тагттай	Баянзүрх	16	4
Nova vista-д 77.3мкв 3 өрөө байр	3 өрөө	193000000.0	77.3 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	2
Yarmag artsatsiin am 3 uruu bair	3 өрөө	360000000.0	75.81 м²	2022	Байгаа	1 тагттай	Хан-Уул	16	13
Хүннү вилла3өрөө	3 өрөө	283500000.0	93.21 м²	2019	Байхгүй	1 тагттай	Хан-Уул	9	4
Төгс орчин Luxury Town-д 4 өрөө байр	4 өрөө	311000000.0	92.55 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	2
Дөлгөөн нуурт 40мкв 1 өрөө орон сууц	1 өрөө	120000000.0	40.0 м²	2017	Байхгүй	1 тагттай	Сүхбаатар	10	8
Баянбүрд 2өрөө байр	2 өрөө	145754000.0	51.0 м²	2023	Байхгүй	1 тагттай	Сүхбаатар	16	4
Худ, 19-р хороо , 115 сургууль баруун талд 108.6мкв 3 өрөө	3 өрөө	180000000.0	108.0 м²	2015	Байхгүй	2 тагттай	Хан-Уул	9	8
Худ, 11-р хороо зайсанд туул голын эргэ дагуу 298,32мкв 4 өрөө орон сууц дулаан	4 өрөө	535000000.0	299.0 м²	2016	Байгаа	1 тагттай	Хан-Уул	6	3
Хотын ааа бүсэд их дэлгүүрийн баруун талд 24-р сургуулийн урд 90мкв 3 өрөө	3 өрөө	252000000.0	90.0 м²	2010	Байхгүй	2 тагттай	Чингэлтэй	12	5
Porta biance-д 2 өрөө байр	2 өрөө	153000000.0	73.5 м²	2019	Байхгүй	1 тагттай	Хан-Уул	16	8
Худ, яаармаг 4- хороо hunnu tower-т 81,42мкв 3 өрөө шинэ орон сууц ху	3 өрөө	254200000.0	82.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	17	16
Худ яаармаг сансар худалдааны төвийн хойд талд дээдсийн	3 өрөө	275900000.0	89.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	16	8
Баянзүрх хотхонд - 39мкв 2 өрөө байр	2 өрөө	210000000.0	39.0 м²	2009	Байхгүй	1 тагттай	Баянзүрх	12	3
Park garden хотхонд 3 өрөө	3 өрөө	128000000.0	77.67 м²	2023	Байхгүй	1 тагттай	Хан-Уул	25	17
Сансарт угсармалын 5н давхарт 4 өрөө	4 өрөө	157000000.0	44.0 м²	1989	Байхгүй	1 тагттай	Баянзүрх	5	4
Яармаг ханбогд хороололд 57мкв 2өрөө	2 өрөө	345000000.0	57.0 м²	2020	Байхгүй	1 тагттай	Хан-Уул	9	7
Зайсанд оргил стар хотхонд 2 өрөө байр	2 өрөө	230000000.0	59.0 м²	2014	Байхгүй	1 тагттай	Хан-Уул	12	11
Мишээл экспогийн баруун талд 46м2 2 өрөө	2 өрөө	95000000.0	46.0 м²	2022	Байхгүй	Тагтгүй	Хан-Уул	12	10
Маршал таунд 126м2 4 өрөө байр	4 өрөө	311000000.0	126.0 м²	2008	Байхгүй	2 тагттай	Хан-Уул	6	5
Нарлаг апартмент 2 өрөө байр	2 өрөө	273600000.0	48.0 м²	2022	Байхгүй	1 тагттай	Сүхбаатар	14	10
Саруул хороололд 3 өрөө	3 өрөө	270000000.0	73.0 м²	2019	Байхгүй	2 тагттай	Баянзүрх	12	11
Бгд 35м2 1өрөө байр	1 өрөө	120000000.0	35.0 м²	2015	Байхгүй	Тагтгүй	Баянгол	11	9
Parkside хотхонд 2 өрөө	2 өрөө	296400000.0	52.0 м²	2016	Байхгүй	1 тагттай	Баянзүрх	16	8
77.2 м2 3 өрөө байр	3 өрөө	360000000.0	77.2 м²	2019	Байхгүй	2 тагттай	Хан-Уул	12	5
Нисэх буян ухаа-2 хороололд 68м2 3 өрөө байр	3 өрөө	193000000.0	68.59 м²	2018	Байгаа	1 тагттай	Хан-Уул	9	4
Бзд 14р хороо халдвартын эмнэлэгийн хойно 32.8мкв	1 өрөө	95000000.0	32.8 м²	2014	Байхгүй	1 тагттай	Баянзүрх	12	11
Зайсан ub town хотхонд 5 өрөөг зогсоолын хамт	5+ өрөө	380000000.0	148.0 м²	2013	Байгаа	2 тагттай	Хан-Уул	5	2
1өрөө байр	1 өрөө	90000000.0	32.5 м²	2018	Байхгүй	1 тагттай	Сонгино Хайрхан	11	11
1 өрөө байр 38.4м2	1 өрөө	92160000.0	38.4 м²	2013	Байхгүй	1 тагттай	Баянгол	10	8
Худ шүрт хотхонд 2 өрөө 59,89м2	2 өрөө	165200000.0	59.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	6
Sunrise town-д 3 өрөө гал тогооны тавилгаа үүдний хувцасны шүүгээтэй байр	3 өрөө	264964000.0	94.63 м²	2015	Байхгүй	1 тагттай	Баянзүрх	16	2
Хотын төвд ааа бүсэд их дэлгүүрийн баруун талд 24 сургуулийн урд	3 өрөө	230000000.0	90.0 м²	2009	Байхгүй	2 тагттай	Чингэлтэй	12	5
Бзд 26-р хороо santo apartment 98.6 мкв 3 өрөө	3 өрөө	303800000.0	98.0 м²	2021	Байгаа	2 тагттай	Баянзүрх	16	13
Four season village хотхонд 4 өрөө байр	4 өрөө	311000000.0	119.0 м²	2023	Байхгүй	2 тагттай	Баянгол	14	3
Аман хуур хотхоны урд 34-р байранд 49.85м2 2 өрөө	2 өрөө	132000000.0	49.85 м²	2013	Байхгүй	1 тагттай	Баянзүрх	12	6
modun town хотхонд 2өрөө байp	2 өрөө	145754000.0	50.0 м²	2019	Байхгүй	1 тагттай	Хан-Уул	16	14
Нарны хороолол	2 өрөө	99000000.0	55.0 м²	2016	Байхгүй	1 тагттай	Баянгол	23	20
Baynzurh 2 oroo 60m2	2 өрөө	230000000.0	60.0 м²	2014	Байхгүй	1 тагттай	Баянзүрх	12	2
19-р хороололд 2өрөө байр	2 өрөө	301131000.0	52.83 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	2
Elegance town -д 3 өрөө байр 72м2	3 өрөө	185000000.0	72.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	12	11
Han hills hothond 4 uruu	4 өрөө	311000000.0	140.7 м²	2018	Байхгүй	2 тагттай	Хан-Уул	14	10
Koyo town-д 3 өрөө орон сууц	3 өрөө	176400000.0	63.0 м²	2023	Байхгүй	1 тагттай	Баянгол	16	3
Зайсангийн эцэст 2 өрөө байр	2 өрөө	250000000.0	50.16 м²	2021	Байхгүй	1 тагттай	Хан-Уул	12	2
Элизабет хотхонд 2 өрөө байр	2 өрөө	95000000.0	52.0 м²	2018	Байхгүй	1 тагттай	Баянзүрх	12	10
Vega city 138.2мк² 4 өрөө	4 өрөө	756840000.0	138.2 м²	2022	Байхгүй	2 тагттай	Хан-Уул	14	2
Vega city 135мк² 4 өрөө	4 өрөө	720000000.0	135.0 м²	2023	Байгаа	2 тагттай	Хан-Уул	15	13
Ханхилс хотхонд 106мк² 3 өрөө	3 өрөө	296800000.0	106.0 м²	2021	Байхгүй	1 тагттай	Хан-Уул	14	8
Академи-1 хотхонд 79.98мк² 3 өрөө	3 өрөө	174000000.0	79.98 м²	2018	Байхгүй	1 тагттай	Хан-Уул	25	22
Garden city-2 85.79мк² 3 өрөө	3 өрөө	193000000.0	85.79 м²	2022	Байхгүй	1 тагттай	Хан-Уул	14	11
Koyo town 47.13мк² 2 өрөө	2 өрөө	99000000.0	47.13 м²	2023	Байхгүй	1 тагттай	Баянгол	16	2
Худ, modun town хотхонд 50м2 2 өрөө байр	2 өрөө	265000000.0	50.0 м²	2021	Байхгүй	1 тагттай	Хан-Уул	16	12
Сбд баян соёмбо хотхонд 62,2мкв 2 өрөө орон сууц	2 өрөө	87000000.0	62.2 м²	2016	Байхгүй	1 тагттай	Сүхбаатар	12	6
Бгд, модны 2-т 37.16мкв 1 өрөө байр	1 өрөө	120000000.0	37.16 м²	2015	Байхгүй	1 тагттай	Баянгол	9	8
Garden residence хотхонд 2 өрөө	2 өрөө	142300000.0	36.32 м²	2018	Байхгүй	1 тагттай	Баянзүрх	16	3
Vip residence 3 өрөө	3 өрөө	174000000.0	92.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	3
Happy residence хотхонд 2 өрөө байр	2 өрөө	307800000.0	54.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	15	5
19-н үйлчилгээний төвийн хажууд 3 өрөө байр	3 өрөө	220000000.0	30.0 м²	1995	Байхгүй	Тагтгүй	Хан-Уул	6	1
Хос даль апартментд зохион 3 өрөө байр	3 өрөө	193000000.0	73.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	16	9
Зайсан, оргил стар хотхонд 2 өрөө байр	2 өрөө	230000000.0	58.85 м²	2014	Байхгүй	1 тагттай	Хан-Уул	12	11
Худ,river garden хотхоны хойно байрлалтай modun town хотхонд 49,36мкв 2 өрөө	2 өрөө	250000000.0	49.32 м²	2020	Байхгүй	1 тагттай	Хан-Уул	16	8
Lite city multi- family house хотхонд 84.43мкв дүплекс	3 өрөө	249068500.00000003	84.43 м²	2023	Байхгүй	1 тагттай	Хан-Уул	3	2
Будда виста-д 122мкв 4 өрөө байр	4 өрөө	585600000.0	122.0 м²	2017	Байгаа	2 тагттай	Хан-Уул	3	19
10-р хороолол энэрэл хотхонд 2 өрөө	2 өрөө	160000000.0	53.0 м²	2006	Байхгүй	1 тагттай	Баянгол	6	6
Алтай хотхон 2р ээлжинд 2 өрөө байр	2 өрөө	95000000.0	46.28 м²	2022	Байхгүй	1 тагттай	Баянгол	16	16
Худ, river garden хотхоны хойно байрлалтай modun town хотхонд 49,36мкв 2 өрөө	2 өрөө	155000000.0	49.36 м²	2020	Байхгүй	1 тагттай	Хан-Уул	16	13
St апартмент хотхон 2өрөө	2 өрөө	145754000.0	48.7 м²	2023	Байхгүй	1 тагттай	Сүхбаатар	17	4
Хотын ааа бүсэд. 24-р сургуулийн урд 90мкв 3 өрөө	3 өрөө	7020000000.0	90.0 м²	2009	Байхгүй	1 тагттай	Чингэлтэй	12	5
Худ 11р хороо зайсанд сүлд хотхонд 54.65м 2 өрөө байр	2 өрөө	306040000.0	54.65 м²	2023	Байхгүй	1 тагттай	Хан-Уул	6	12
Sky garden residence 166м2 4 өрөө байр	4 өрөө	415000000.0	166.0 м²	2022	Байгаа	1 тагттай	Хан-Уул	16	10
Бгд-17 хороо 1 өрөө	1 өрөө	120000000.0	39.15 м²	2022	Байхгүй	1 тагттай	Баянгол	14	9
Кристал од апартмент 1өрөө	1 өрөө	85000000.0	39.15 м²	2022	Байхгүй	1 тагттай	Баянгол	14	6
Офицерт 1 өрөө	1 өрөө	120000000.0	30.0 м²	2023	Байхгүй	1 тагттай	Баянзүрх	16	6
Хөх сувд хотхонд шинэ 2 өрөө байр	2 өрөө	198000000.0	44.0 м²	2022	Байхгүй	1 тагттай	Баянгол	16	5
Өгөөмөр хотхонд 85мкв 3н өрөө байр	3 өрөө	360000000.0	85.04 м²	2020	Байхгүй	2 тагттай	Баянзүрх	12	11
Crystal town 110.58мк 4 өрөө орон сууц	4 өрөө	756840000.0	111.0 м²	2013	Байхгүй	1 тагттай	Баянзүрх	16	4
X apartment хотхонд 64мкв	2 өрөө	95000000.0	64.0 м²	2016	Байхгүй	Тагтгүй	Баянзүрх	16	10
Кайду сити хотхонд 2 өрөө байр	2 өрөө	95000000.0	49.09 м²	2023	Байхгүй	Тагтгүй	Баянзүрх	23	8
Худ, алтанбогд хороололд 2 өрөө	2 өрөө	110000000.0	71.83 м²	2022	Байгаа	1 тагттай	Хан-Уул	16	6
Дөлгөөн нуур master түлхүүрийн ард 57.6мкв 2өрөө	2 өрөө	95000000.0	58.0 м²	2017	Байхгүй	1 тагттай	Сүхбаатар	15	10
Хүүхдийн 100-д өгөөжийн чанх урд 39-р байранд хуучны 30м2 2 өрөө	2 өрөө	95000000.0	30.0 м²	1986	Байхгүй	1 тагттай	Сүхбаатар	5	5
Модны 2 хүүхдийн 7р төвийн хажууд 42м2 2өрөө	2 өрөө	95000000.0	42.0 м²	2012	Байхгүй	1 тагттай	Баянгол	12	1
Sunshine village хотхонд 2 өрөө байр	2 өрөө	149396000.0	57.46 м²	2018	Байхгүй	1 тагттай	Баянзүрх	16	2
Бзд, 13 хороолол бөхийн өргөөний баруун талд 2 өрөө орон сууц	2 өрөө	95000000.0	62.1 м²	2015	Байхгүй	1 тагттай	Баянзүрх	15	10
Кино үйлдвэрийн хойно өргөө_88 хотхонд 2_өрөө	2 өрөө	230000000.0	64.62 м²	2022	Байхгүй	1 тагттай	Баянзүрх	12	8
Худ Sain residence 3 өрөө байр 66м2	3 өрөө	193000000.0	66.0 м²	2018	Байхгүй	1 тагттай	Хан-Уул	6	2
Депод 50м2 2 өрөө	2 өрөө	285000000.0	50.0 м²	2011	Байхгүй	1 тагттай	Сонгино Хайрхан	5	4
10-р хороолол тэмүүлэл хотхон 54м2 2-өрөө.	2 өрөө	155000000.0	54.0 м²	2013	Байхгүй	Тагтгүй	Баянгол	13	1
River garden luxury хотхоны хойно modun town хотхонд 133мкв 4 өрөө	4 өрөө	519000000.0	133.0 м²	2018	Байгаа	2 тагттай	Хан-Уул	17	7
Содон хороололд 2 өрөө 47м2	2 өрөө	160000000.0	47.0 м²	2019	Байхгүй	Тагтгүй	Сонгино Хайрхан	16	1
Мандала гарденд 3 өрөө байр	3 өрөө	193000000.0	93.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	14	7
Багшийн дээдийн voli apartment-д 1 өрөө дуплекс	1 өрөө	75000000.0	42.55 м²	2014	Байхгүй	Тагтгүй	Сүхбаатар	12	6
1өрөө байр	1 өрөө	91000000.0	32.5 м²	2018	Байхгүй	1 тагттай	Сонгино Хайрхан	11	11
Офицерт 1 өрөө	1 өрөө	72000000.0	30.0 м²	2023	Байхгүй	1 тагттай	Баянзүрх	16	6
Zaisan astra villa 4 uruu bair	4 өрөө	250000000.0	100.0 м²	2017	Байгаа	2 тагттай	Хан-Уул	12	7
Зайсан ub town хотхонд 5 өрөөг зогсоолын хамт	5+ өрөө	700000000.0	148.0 м²	2013	Байгаа	2 тагттай	Хан-Уул	5	2
Four season village хотхонд 4 өрөө байр	4 өрөө	686000000.0	119.0 м²	2023	Байхгүй	2 тагттай	Баянгол	14	3
Яармагт 29м2 шинээр ашиглалтад орсон байр зар.	1 өрөө	120000000.0	29.0 м²	2023	Байхгүй	1 тагттай	Хан-Уул	16	15
Цоглог хотхон 41.3м2 2 өрөө	2 өрөө	115639999.99999999	41.3 м²	2014	Байхгүй	1 тагттай	Баянгол	12	3
Шүүт хотхонд 3 өрөө байр	3 өрөө	169000000.0	79.0 м²	2022	Байхгүй	1 тагттай	Баянгол	16	15
21-р хороололд гал тогоо тусдаа 2 өрөө	2 өрөө	142300000.0	64.0 м²	1997	Байхгүй	2 тагттай	Сонгино Хайрхан	5	4
Өгөөмөр хотхонд 85мкв 3н өрөө байр	3 өрөө	238000000.0	85.0 м²	2020	Байхгүй	2 тагттай	Баянзүрх	12	11
Москва хороололд 3 өрөө 70м2	3 өрөө	205000000.0	70.0 м²	2012	Байхгүй	2 тагттай	Сонгино Хайрхан	10	2
21-р хороололд миражын хойно 45 мкв 2өрөө байр	2 өрөө	230000000.0	45.0 м²	2016	Байхгүй	1 тагттай	Сонгино Хайрхан	12	3
10-р хороолол төв зам дагуу 2 өрөө 51м2	2 өрөө	132600000.0	51.0 м²	2012	Байхгүй	1 тагттай	Баянгол	16	16
Gemmall-н хойно х-apertment 46 м2 2өрөө	2 өрөө	95000000.0	46.0 м²	2022	Байхгүй	1 тагттай	Баянгол	16	14
Бгд 6-р бичилд 2 өрөө	2 өрөө	156000000.0	60.0 м²	2000	Байхгүй	1 тагттай	Баянгол	9	9
Хүннү2222 хороололын 2ээлжинд 55.04мкв тавилгатай 2 өрөө байр	2 өрөө	230000000.0	56.0 м²	2022	Байхгүй	1 тагттай	Хан-Уул	23	5
